Player,School,Conf,G,Att_R,Yds_R,Avg_R,TD_R,Rec,Yds,Avg,TD,Plays_S,Yds_S,Avg_S,TD_S,Year
Jahad Thomas,Temple,American,12,207,953,4.6,13,33,418,12.7,6,240,1371,5.7,19,2016
Terrell Newby,Nebraska,Big Ten,13,190,879,4.6,7,18,149,8.3,1,208,1028,4.9,8,2016
Ish Witter,Missouri,SEC,12,162,750,4.6,6,7,50,7.1,0,169,800,4.7,6,2016
Isaiah Saunders,Idaho,Sun Belt,13,159,731,4.6,9,15,148,9.9,0,174,879,5.1,9,2016
Travon McMillian,Virginia Tech,ACC,14,145,671,4.6,7,11,120,10.9,3,156,791,5.1,10,2016
Richard McQuarley,New Mexico,MWC,13,143,656,4.6,18,5,94,18.8,0,148,750,5.1,18,2016
Donovan Wilson,Bowling Green State,MAC,12,110,503,4.6,5,4,34,8.5,1,114,537,4.7,6,2016
Khari Blasingame,Vanderbilt,SEC,13,97,449,4.6,10,4,8,2.0,0,101,457,4.5,10,2016
Maleek Irons,Ohio,MAC,9,95,439,4.6,5,14,96,6.9,0,109,535,4.9,5,2016
Lamical Perine,Florida,SEC,13,91,421,4.6,1,9,161,17.9,1,100,582,5.8,2,2016
Will Worth,Navy,American,12,264,1198,4.5,25,0,0,,0,264,1198,4.5,25,2016
Marquis Young,Massachusetts,Ind,12,198,898,4.5,4,26,147,5.7,0,224,1045,4.7,4,2016
Ahmad Bradshaw,Army,Ind,12,185,826,4.5,8,1,12,12.0,0,186,838,4.5,8,2016
Rushel Shell,West Virginia,Big 12,10,113,514,4.5,5,12,100,8.3,0,125,614,4.9,5,2016
Tommy Armstrong Jr.,Nebraska,Big Ten,11,113,512,4.5,8,0,0,,0,113,512,4.5,8,2016
Johnston White,Arkansas State,Sun Belt,12,105,472,4.5,5,7,64,9.1,0,112,536,4.8,5,2016
Zack Moss,Utah,Pac-12,10,84,382,4.5,2,1,4,4.0,0,85,386,4.5,2,2016
Corey Clement,Wisconsin,Big Ten,13,314,1375,4.4,15,12,132,11.0,0,326,1507,4.6,15,2016
Devine Redding,Indiana,Big Ten,13,253,1122,4.4,7,27,146,5.4,2,280,1268,4.5,9,2016
Warren Wand,Arkansas State,Sun Belt,13,200,879,4.4,7,24,279,11.6,3,224,1158,5.2,10,2016
Justin Thomas,Georgia Tech,ACC,12,137,604,4.4,6,0,0,,0,137,604,4.4,6,2016
Taysom Hill,Brigham Young,Ind,12,137,603,4.4,8,0,0,,0,137,603,4.4,8,2016
Justin Goodwin,Rutgers,Big Ten,12,118,517,4.4,1,22,204,9.3,1,140,721,5.2,2,2016
Jarveon Williams,UTSA,CUSA,13,207,900,4.3,8,19,221,11.6,0,226,1121,5.0,8,2016
Alonzo Smith,Miami (OH),MAC,13,163,709,4.3,3,8,89,11.1,2,171,798,4.7,5,2016
Riley Neal,Ball State,MAC,11,127,540,4.3,8,1,10,10.0,0,128,550,4.3,8,2016
Kalen Ballage,Arizona State,Pac-12,12,126,536,4.3,14,44,469,10.7,1,170,1005,5.9,15,2016
Joel Lanning,Iowa State,Big 12,12,121,518,4.3,11,0,-4,,0,121,514,4.2,11,2016
A.J. Turner,South Carolina,SEC,12,116,497,4.3,3,21,143,6.8,1,137,640,4.7,4,2016
Deontae Cooper,San Jose State,MWC,11,112,484,4.3,2,10,108,10.8,1,122,592,4.9,3,2016
Greg Windham,Ohio,MAC,11,95,406,4.3,3,0,0,,0,95,406,4.3,3,2016
Dami Ayoola,South Alabama,Sun Belt,13,88,377,4.3,6,10,32,3.2,0,98,409,4.2,6,2016
Jaxson Kincaide,Nevada,MWC,12,78,334,4.3,3,7,88,12.6,0,85,422,5.0,3,2016
Tarean Folston,Notre Dame,Ind,10,77,334,4.3,2,8,66,8.3,0,85,400,4.7,2,2016
Ian Eriksen,Eastern Michigan,MAC,11,184,771,4.2,9,21,243,11.6,0,205,1014,4.9,9,2016
Ke'Mon Freeman,SMU,American,12,154,651,4.2,4,13,159,12.2,1,167,810,4.9,5,2016
Mike Warren,Iowa State,Big 12,11,134,559,4.2,3,12,98,8.2,0,146,657,4.5,3,2016
Keion Davis,Marshall,CUSA,9,113,469,4.2,6,11,56,5.1,1,124,525,4.2,7,2016
Da'Leon Ward,Texas Tech,Big 12,10,103,428,4.2,3,18,131,7.3,0,121,559,4.6,3,2016
Devine Ozigbo,Nebraska,Big Ten,10,97,412,4.2,5,5,100,20.0,0,102,512,5.0,5,2016
Kyler Neal,Georgia State,Sun Belt,9,75,314,4.2,2,3,28,9.3,0,78,342,4.4,2,2016
Jerod Evans,Virginia Tech,ACC,14,204,846,4.1,12,0,0,,0,204,846,4.1,12,2016
J.T. Barrett,Ohio State,Big Ten,13,205,845,4.1,9,0,0,,0,205,845,4.1,9,2016
Matt Colburn,Wake Forest,ACC,13,151,626,4.1,2,13,143,11.0,0,164,769,4.7,2,2016
Shaun Wilson,Duke,ACC,12,151,623,4.1,4,8,76,9.5,0,159,699,4.4,4,2016
D.J. Johnson,Air Force,MWC,12,150,622,4.1,2,0,0,,0,150,622,4.1,2,2016
Shayne Davern,Air Force,MWC,12,116,475,4.1,4,4,69,17.3,0,120,544,4.5,4,2016
Steven Lakalaka,Hawaii,MWC,14,102,416,4.1,13,3,14,4.7,0,105,430,4.1,13,2016
La Ramsby,Georgia Southern,Sun Belt,11,84,343,4.1,8,7,22,3.1,0,91,365,4.0,8,2016
Chad Kelly,Ole Miss,SEC,9,81,332,4.1,5,0,0,,0,81,332,4.1,5,2016
Markell Jones,Purdue,Big Ten,11,153,616,4.0,4,32,215,6.7,0,185,831,4.5,4,2016
John Wolford,Wake Forest,ACC,12,130,521,4.0,6,1,-6,-6.0,0,131,515,3.9,6,2016
Tyree Jackson,Buffalo,MAC,10,99,399,4.0,5,0,0,,0,99,399,4.0,5,2016
Davon Jones,Boston College,ACC,12,91,361,4.0,2,10,99,9.9,0,101,460,4.6,2,2016
Shaun Wick,Wyoming,MWC,13,89,354,4.0,1,4,32,8.0,0,93,386,4.2,1,2016
Kent Myers,Utah State,MWC,12,116,449,3.9,6,0,0,,0,116,449,3.9,6,2016
Dontravious Wilson,UCF,American,12,102,401,3.9,4,12,107,8.9,1,114,508,4.5,5,2016
Anthony Anderson,Marshall,CUSA,11,86,339,3.9,2,2,16,8.0,0,88,355,4.0,2,2016
Soso Jamabo,UCLA,Pac-12,11,82,321,3.9,3,16,197,12.3,0,98,518,5.3,3,2016
Matt Breida,Georgia Southern,Sun Belt,12,168,646,3.8,3,11,53,4.8,2,179,699,3.9,5,2016
Deshaun Watson,Clemson,ACC,15,165,629,3.8,9,0,0,,0,165,629,3.8,9,2016
Demario Richard,Arizona State,Pac-12,11,155,593,3.8,3,17,136,8.0,0,172,729,4.2,3,2016
Stedman Mayberry,Texas State,Sun Belt,12,157,593,3.8,5,41,321,7.8,0,198,914,4.6,5,2016
Cade Carney,Wake Forest,ACC,10,156,589,3.8,6,12,74,6.2,0,168,663,3.9,6,2016
Ben Luckett,Louisiana-Monroe,Sun Belt,11,120,450,3.8,5,10,62,6.2,0,130,512,3.9,5,2016
Josh Allen,Wyoming,MWC,14,142,523,3.7,7,1,4,4.0,1,143,527,3.7,8,2016
DeShone Kizer,Notre Dame,Ind,12,129,472,3.7,8,1,4,4.0,0,130,476,3.7,8,2016
Jalen Hurd,Tennessee,SEC,7,122,451,3.7,3,10,81,8.1,2,132,532,4.0,5,2016
Mike Boone,Cincinnati,American,9,105,388,3.7,2,20,249,12.5,0,125,637,5.1,2,2016
Duke Catalon,Houston,American,9,145,528,3.6,4,44,281,6.4,3,189,809,4.3,7,2016
Jawon Hamilton,UCF,American,13,139,495,3.6,4,17,73,4.3,0,156,568,3.6,4,2016
Taylor Martin,Kansas,Big 12,10,91,324,3.6,4,6,45,7.5,1,97,369,3.8,5,2016
Dontae Strickland,Syracuse,ACC,12,162,566,3.5,4,21,132,6.3,0,183,698,3.8,4,2016
Dru Brown,Hawaii,MWC,13,88,306,3.5,4,0,0,,0,88,306,3.5,4,2016
Dontel James,Fresno State,MWC,11,208,697,3.4,5,3,9,3.0,0,211,706,3.3,5,2016
Daniel Jones,Duke,ACC,12,141,486,3.4,7,1,0,0.0,0,142,486,3.4,7,2016
Jahray Hayes,Central Michigan,MAC,13,144,486,3.4,9,12,120,10.0,0,156,606,3.9,9,2016
Stephen Johnson,Kentucky,SEC,12,97,327,3.4,3,1,-3,-3.0,0,98,324,3.3,3,2016
Nate Starks,UCLA,Pac-12,10,87,292,3.4,1,8,28,3.5,0,95,320,3.4,1,2016
Skyler Howard,West Virginia,Big 12,13,142,463,3.3,10,0,0,,0,142,463,3.3,10,2016
Mitch Leidner,Minnesota,Big Ten,12,111,366,3.3,10,0,0,,0,111,366,3.3,10,2016
Mitch Trubisky,North Carolina,ACC,13,93,308,3.3,5,1,8,8.0,0,94,316,3.4,5,2016
Duke Carter IV,Louisiana-Monroe,Sun Belt,11,85,281,3.3,1,9,89,9.9,0,94,370,3.9,1,2016
Tyler Stehling,Rice,CUSA,11,101,309,3.1,4,1,27,27.0,1,102,336,3.3,5,2016
Ryan Higgins,Louisiana Tech,CUSA,13,88,277,3.1,4,0,0,,0,88,277,3.1,4,2016
Sefo Liufau,Colorado,Pac-12,12,165,494,3.0,8,1,14,14.0,0,166,508,3.1,8,2016
Jason Driskel,Florida Atlantic,CUSA,12,80,242,3.0,4,0,0,,0,80,242,3.0,4,2016
Jon Hilliman,Boston College,ACC,12,184,542,2.9,6,1,2,2.0,0,185,544,2.9,6,2016
Nate Romine,Air Force,MWC,9,95,279,2.9,3,0,0,,0,95,279,2.9,3,2016
Dalton Sturm,UTSA,CUSA,13,110,313,2.8,4,1,0,0.0,0,111,313,2.8,4,2016
Tyler Rogers,New Mexico State,Sun Belt,11,124,333,2.7,4,1,9,9.0,1,125,342,2.7,5,2016
Dallas Davis,South Alabama,Sun Belt,11,91,245,2.7,3,0,0,,0,91,245,2.7,3,2016
Greg Ward Jr.,Houston,American,12,197,518,2.6,10,0,-6,,0,197,512,2.6,10,2016
Patrick Towles,Boston College,ACC,13,115,294,2.6,4,2,25,12.5,1,117,319,2.7,5,2016
Trace McSorley,Penn State,Big Ten,14,146,365,2.5,7,0,0,,0,146,365,2.5,7,2016
Anthony Jennings,Louisiana,Sun Belt,13,144,341,2.4,9,0,0,,0,144,341,2.4,9,2016
