Player,School,Conf,G,Rec,Yds,Avg,TD,Att_R,Yds_R,Avg_R,TD_R,Plays_S,Yds_S,Avg_S,TD_S,Year
Trenton Irwin,Stanford,Pac-12,13,37,442,11.9,1,0,0,,0,37,442,11.9,1,2016
T.L. Ford,Charlotte,CUSA,12,36,430,11.9,4,0,0,,0,36,430,11.9,4,2016
Blake Lynch,Baylor,Big 12,11,34,404,11.9,3,12,80,6.7,0,46,484,10.5,3,2016
Robert Lewis,Washington State,Pac-12,13,33,394,11.9,3,1,1,1.0,0,34,395,11.6,3,2016
Christopher Herndon IV,Miami (FL),ACC,13,28,334,11.9,2,0,0,,0,28,334,11.9,2,2016
Tyrone Williams,South Alabama,Sun Belt,13,28,333,11.9,1,0,0,,0,28,333,11.9,1,2016
Patrick Smith,Middle Tennessee State,CUSA,12,28,332,11.9,4,0,0,,0,28,332,11.9,4,2016
Noel Thomas,Connecticut,American,12,100,1179,11.8,3,13,60,4.6,0,113,1239,11.0,3,2016
Laquvionte Gonzalez,Kansas,Big 12,12,62,729,11.8,3,3,-9,-3.0,0,65,720,11.1,3,2016
Tim Crawley,San Jose State,MWC,12,55,648,11.8,3,17,91,5.4,2,72,739,10.3,5,2016
Victor Bolden,Oregon State,Pac-12,12,46,542,11.8,2,28,329,11.8,2,74,871,11.8,4,2016
Michael Roberts,Toledo,MAC,13,45,533,11.8,16,0,0,,0,45,533,11.8,16,2016
Tabari Hines,Wake Forest,ACC,13,38,447,11.8,3,3,-4,-1.3,0,41,443,10.8,3,2016
Korey Robertson,Southern Mississippi,CUSA,13,37,437,11.8,3,1,-3,-3.0,0,38,434,11.4,3,2016
Turner Smiley,North Texas,CUSA,11,33,389,11.8,2,0,0,,0,33,389,11.8,2,2016
Gregory Hogan,New Mexico State,Sun Belt,12,32,377,11.8,3,0,0,,0,32,377,11.8,3,2016
Kalija Lipscomb,Vanderbilt,SEC,12,27,319,11.8,2,3,5,1.7,0,30,324,10.8,2,2016
Sean Culkin,Missouri,SEC,11,24,282,11.8,0,0,0,,0,24,282,11.8,0,2016
Curtis Samuel,Ohio State,Big Ten,13,74,865,11.7,7,97,771,7.9,8,171,1636,9.6,15,2016
KeeSean Johnson,Fresno State,MWC,12,66,773,11.7,6,3,13,4.3,0,69,786,11.4,6,2016
Rayshad Lewis,Utah State,MWC,12,40,469,11.7,2,10,110,11.0,1,50,579,11.6,3,2016
Domonique Young,Purdue,Big Ten,6,29,338,11.7,1,0,0,,0,29,338,11.7,1,2016
Eddie Sinegal,UTEP,CUSA,12,29,338,11.7,0,2,44,22.0,0,31,382,12.3,0,2016
Ryan Switzer,North Carolina,ACC,13,96,1112,11.6,6,3,14,4.7,0,99,1126,11.4,6,2016
Dylan Cantrell,Texas Tech,Big 12,10,58,675,11.6,8,0,0,,0,58,675,11.6,8,2016
Steve Ishmael,Syracuse,ACC,11,48,559,11.6,1,0,0,,0,48,559,11.6,1,2016
Teldrick Morgan,Maryland,Big Ten,13,43,497,11.6,4,6,34,5.7,0,49,531,10.8,4,2016
Seth Collins,Oregon State,Pac-12,10,36,418,11.6,1,15,30,2.0,0,51,448,8.8,1,2016
Kermit Whitfield,Florida State,ACC,13,34,395,11.6,1,8,79,9.9,1,42,474,11.3,2,2016
Callen Hightower,Idaho,Sun Belt,10,33,383,11.6,3,4,7,1.8,0,37,390,10.5,3,2016
Jaquil Capel,Appalachian State,Sun Belt,12,25,290,11.6,1,0,0,,0,25,290,11.6,1,2016
Adam Breneman,Massachusetts,Ind,12,70,808,11.5,8,0,0,,0,70,808,11.5,8,2016
Olamide Zaccheaus,Virginia,ACC,12,51,584,11.5,7,3,24,8.0,0,54,608,11.3,7,2016
Kylen Granson,Rice,CUSA,7,33,381,11.5,2,4,41,10.3,0,37,422,11.4,2,2016
Jeremy Sprinkle,Arkansas,SEC,13,33,380,11.5,4,0,0,,0,33,380,11.5,4,2016
Michael Rector,Stanford,Pac-12,13,32,367,11.5,3,5,71,14.2,1,37,438,11.8,4,2016
Ryan Smith,Miami (OH),MAC,13,31,356,11.5,5,0,0,,0,31,356,11.5,5,2016
Jonah Trinnaman,Brigham Young,Ind,12,28,321,11.5,1,0,0,,0,28,321,11.5,1,2016
Linell Bonner,Houston,American,12,98,1118,11.4,3,5,6,1.2,0,103,1124,10.9,3,2016
Kevonn Mabon,Ball State,MAC,12,85,972,11.4,3,12,64,5.3,1,97,1036,10.7,4,2016
Devin Ross,Colorado,Pac-12,14,69,787,11.4,5,3,10,3.3,0,72,797,11.1,5,2016
Drew Morgan,Arkansas,SEC,13,65,739,11.4,3,4,8,2.0,0,69,747,10.8,3,2016
Tavares Martin Jr.,Washington State,Pac-12,13,64,728,11.4,7,0,0,,0,64,728,11.4,7,2016
N'Keal Harry,Arizona State,Pac-12,12,58,659,11.4,5,3,69,23.0,2,61,728,11.9,7,2016
Trent Cowan,Idaho,Sun Belt,13,48,547,11.4,6,0,0,,0,48,547,11.4,6,2016
Thurman Morbley,Texas State,Sun Belt,11,35,400,11.4,2,5,36,7.2,0,40,436,10.9,2,2016
Andrew Scanlan,Northwestern,Big Ten,13,29,331,11.4,0,0,0,,0,29,331,11.4,0,2016
Gabe Schrade,Texas State,Sun Belt,12,25,286,11.4,2,0,0,,0,25,286,11.4,2,2016
Jordan Reid,Ohio,MAC,14,58,655,11.3,6,0,0,,0,58,655,11.3,6,2016
Hunter Renfrow,Clemson,ACC,11,44,495,11.3,6,0,0,,0,44,495,11.3,6,2016
Deon-Tay McManus,Marshall,CUSA,11,40,453,11.3,3,0,0,,0,40,453,11.3,3,2016
Keith Rucker,Georgia State,Sun Belt,10,32,362,11.3,2,0,0,,0,32,362,11.3,2,2016
Collin Johnson,Texas,Big 12,11,28,315,11.3,3,0,0,,0,28,315,11.3,3,2016
Christian Kirk,Texas A&M,SEC,13,83,928,11.2,9,8,35,4.4,0,91,963,10.6,9,2016
C.J. Duncan,Vanderbilt,SEC,13,44,494,11.2,0,0,0,,0,44,494,11.2,0,2016
Antoine Porter,Eastern Michigan,MAC,12,44,491,11.2,4,1,0,0.0,0,45,491,10.9,4,2016
Flynn Nagel,Northwestern,Big Ten,13,40,447,11.2,2,0,0,,0,40,447,11.2,2,2016
Henry Bussey,Florida Atlantic,CUSA,12,24,269,11.2,2,3,17,5.7,0,27,286,10.6,2,2016
Zay Jones,East Carolina,American,12,158,1746,11.1,8,4,24,6.0,0,162,1770,10.9,8,2016
Jalen McCleskey,Oklahoma State,Big 12,13,73,812,11.1,7,3,9,3.0,0,76,821,10.8,7,2016
Ty Lee,Middle Tennessee State,CUSA,13,63,699,11.1,9,6,107,17.8,1,69,806,11.7,10,2016
Mitchell Paige,Indiana,Big Ten,13,58,646,11.1,4,5,36,7.2,1,63,682,10.8,5,2016
Deontay Burnett,USC,Pac-12,13,56,622,11.1,7,3,31,10.3,0,59,653,11.1,7,2016
Van Jefferson,Ole Miss,SEC,12,49,543,11.1,3,5,40,8.0,0,54,583,10.8,3,2016
Darnell Mooney,Tulane,American,12,24,267,11.1,2,4,22,5.5,0,28,289,10.3,2,2016
Jerrod Heard,Texas,Big 12,11,24,266,11.1,3,1,-12,-12.0,0,25,254,10.2,3,2016
Mason Schreck,Buffalo,MAC,12,59,651,11.0,4,0,0,,0,59,651,11.0,4,2016
Nick Kurtz,Brigham Young,Ind,13,49,541,11.0,2,0,0,,0,49,541,11.0,2,2016
Andrew Rodriguez,Utah State,MWC,12,26,286,11.0,1,0,0,,0,26,286,11.0,1,2016
Quadree Henderson,Pitt,ACC,13,26,286,11.0,1,60,631,10.5,5,86,917,10.7,6,2016
D.J. Thompson,Southern Mississippi,CUSA,11,47,510,10.9,6,1,0,0.0,0,48,510,10.6,6,2016
Chris Taylor,Duke,ACC,12,29,315,10.9,1,0,0,,0,29,315,10.9,1,2016
Arkeel Newsome,Connecticut,American,12,25,273,10.9,2,147,715,4.9,5,172,988,5.7,7,2016
Brisly Estime,Syracuse,ACC,12,48,518,10.8,3,4,22,5.5,0,52,540,10.4,3,2016
Jake Oliver,Texas,Big 12,12,33,358,10.8,0,0,0,,0,33,358,10.8,0,2016
Anthony Wales,Western Kentucky,CUSA,13,30,323,10.8,2,237,1621,6.8,27,267,1944,7.3,29,2016
Jacob Sannon,Idaho,Sun Belt,13,28,303,10.8,2,0,0,,0,28,303,10.8,2,2016
Calvin Ridley,Alabama,SEC,15,72,769,10.7,7,5,21,4.2,1,77,790,10.3,8,2016
Cameron Batson,Texas Tech,Big 12,12,60,644,10.7,8,2,4,2.0,0,62,648,10.5,8,2016
Charles Nelson,Oregon,Pac-12,12,52,554,10.7,5,4,37,9.3,1,56,591,10.6,6,2016
Kalen Ballage,Arizona State,Pac-12,12,44,469,10.7,1,126,536,4.3,14,170,1005,5.9,15,2016
Ito Smith,Southern Mississippi,CUSA,13,43,459,10.7,2,265,1459,5.5,17,308,1918,6.2,19,2016
Levern Jacobs,Maryland,Big Ten,13,41,439,10.7,2,1,10,10.0,0,42,449,10.7,2,2016
Todd Boyd,Georgia State,Sun Belt,9,33,352,10.7,1,2,7,3.5,0,35,359,10.3,1,2016
T.J. Rahming,Duke,ACC,12,70,742,10.6,1,1,-1,-1.0,0,71,741,10.4,1,2016
Xavier Castille,SMU,American,12,40,423,10.6,1,0,0,,0,40,423,10.6,1,2016
Ryan Yurachek,Marshall,CUSA,11,28,298,10.6,5,1,9,9.0,0,29,307,10.6,5,2016
Shane Wimann,Northern Illinois,MAC,12,24,254,10.6,6,0,0,,0,24,254,10.6,6,2016
Trever Ryen,Iowa State,Big 12,12,37,388,10.5,2,1,8,8.0,0,38,396,10.4,2,2016
Taylor Oldham,UCF,American,13,35,366,10.5,1,0,0,,0,35,366,10.5,1,2016
D'Ernest Johnson,South Florida,American,13,28,293,10.5,5,111,543,4.9,8,139,836,6.0,13,2016
Vic Wharton,California,Pac-12,11,28,293,10.5,1,0,0,,0,28,293,10.5,1,2016
Aregeros Turner,Northern Illinois,MAC,12,40,415,10.4,3,25,167,6.7,2,65,582,9.0,5,2016
Terry Godwin,Georgia,SEC,13,38,397,10.4,0,4,14,3.5,0,42,411,9.8,0,2016
Jerico Richardson,Nevada,MWC,12,26,271,10.4,1,0,0,,0,26,271,10.4,1,2016
Emanuel Thompson,Troy,Sun Belt,13,80,820,10.3,6,0,0,,0,80,820,10.3,6,2016
Jaylen Samuels,North Carolina State,ACC,13,55,565,10.3,7,33,189,5.7,6,88,754,8.6,13,2016
Alfonso Onunwor,Idaho,Sun Belt,13,39,403,10.3,1,0,0,,0,39,403,10.3,1,2016
James Butler,Nevada,MWC,12,37,381,10.3,3,260,1336,5.1,12,297,1717,5.8,15,2016
Corey Lacanaria,Ball State,MAC,11,33,341,10.3,2,0,0,,0,33,341,10.3,2,2016
Tony Pollard,Memphis,American,13,29,298,10.3,2,31,159,5.1,1,60,457,7.6,3,2016
Moroni Laulu-Pututau,Brigham Young,Ind,13,27,277,10.3,2,0,0,,0,27,277,10.3,2,2016
Josh Knight,Marshall,CUSA,12,62,631,10.2,5,0,0,,0,62,631,10.2,5,2016
Jamal Morrow,Washington State,Pac-12,13,48,488,10.2,5,90,575,6.4,5,138,1063,7.7,10,2016
Josiah Price,Michigan State,Big Ten,12,38,387,10.2,5,0,0,,0,38,387,10.2,5,2016
Keenen Johnson,Tulsa,American,8,30,305,10.2,1,2,10,5.0,0,32,315,9.8,1,2016
Zach Grant,Illinois,Big Ten,12,26,265,10.2,1,0,0,,0,26,265,10.2,1,2016
Colby Pearson,Brigham Young,Ind,13,38,384,10.1,4,1,3,3.0,0,39,387,9.9,4,2016
Kenny Buyers,North Texas,CUSA,13,32,324,10.1,1,0,0,,0,32,324,10.1,1,2016
Gabe Marks,Washington State,Pac-12,13,89,894,10.0,13,2,6,3.0,0,91,900,9.9,13,2016
Hasaan Henderson,Nevada,MWC,10,30,301,10.0,2,0,0,,0,30,301,10.0,2,2016
Travin Dural,LSU,SEC,11,28,280,10.0,1,1,-2,-2.0,0,29,278,9.6,1,2016
Damon Hazelton Jr.,Ball State,MAC,11,51,505,9.9,4,0,0,,0,51,505,9.9,4,2016
Melquise Stovall,California,Pac-12,10,42,415,9.9,3,3,10,3.3,0,45,425,9.4,3,2016
Devin Lauderdale,Texas Tech,Big 12,9,31,307,9.9,2,0,0,,0,31,307,9.9,2,2016
Kareem Hunt,Toledo,MAC,13,41,403,9.8,1,262,1475,5.6,10,303,1878,6.2,11,2016
Alvin Kamara,Tennessee,SEC,11,40,392,9.8,4,103,596,5.8,9,143,988,6.9,13,2016
Cole Herdman,Purdue,Big Ten,12,35,344,9.8,3,0,0,,0,35,344,9.8,3,2016
Mitchell Juergens,Brigham Young,Ind,13,34,333,9.8,2,0,0,,0,34,333,9.8,2,2016
Dylan Collie,Hawaii,MWC,14,33,322,9.8,4,1,9,9.0,0,34,331,9.7,4,2016
KaVontae Turpin,TCU,Big 12,8,30,295,9.8,1,9,84,9.3,0,39,379,9.7,1,2016
Quay Johnson,East Carolina,American,12,58,563,9.7,3,4,9,2.3,0,62,572,9.2,3,2016
Keeon Johnson,Virginia,ACC,12,49,476,9.7,3,0,0,,0,49,476,9.7,3,2016
Dominique Heath,Kansas State,Big 12,13,45,438,9.7,3,2,54,27.0,1,47,492,10.5,4,2016
Dominique Heath,Kansas State,Big 12,13,45,438,9.7,3,2,54,27.0,1,47,492,10.5,4,2016
Connor Cella,Rice,CUSA,12,31,302,9.7,1,0,0,,0,31,302,9.7,1,2016
I'Tavius Mathers,Middle Tennessee State,CUSA,13,66,633,9.6,3,232,1561,6.7,17,298,2194,7.4,20,2016
Ray-Ray McCloud,Clemson,ACC,14,49,472,9.6,2,5,28,5.6,0,54,500,9.3,2,2016
Marcus Green,Louisiana-Monroe,Sun Belt,12,36,344,9.6,4,14,119,8.5,0,50,463,9.3,4,2016
Jovon Durante,West Virginia,Big 12,13,35,331,9.5,2,3,15,5.0,0,38,346,9.1,2,2016
Shakiem Barbel,Kansas,Big 12,11,34,323,9.5,0,0,0,,0,34,323,9.5,0,2016
Bug Rivera,California,Pac-12,12,41,386,9.4,3,2,-4,-2.0,0,43,382,8.9,3,2016
Wyatt Houston,Utah State,MWC,12,35,330,9.4,2,0,0,,0,35,330,9.4,2,2016
Garrett Dickerson,Northwestern,Big Ten,12,34,318,9.4,5,0,0,,0,34,318,9.4,5,2016
Phillip Lindsay,Colorado,Pac-12,14,53,493,9.3,1,244,1252,5.1,16,297,1745,5.9,17,2016
Eddie Daugherty,Eastern Michigan,MAC,13,31,289,9.3,0,2,12,6.0,0,33,301,9.1,0,2016
Emanuel Byrd,Marshall,CUSA,11,26,242,9.3,3,1,-3,-3.0,0,27,239,8.9,3,2016
Desmon White,TCU,Big 12,13,30,276,9.2,1,0,0,,0,30,276,9.2,1,2016
Ervin Philips,Syracuse,ACC,12,90,822,9.1,6,6,18,3.0,1,96,840,8.8,7,2016
Ervin Phillips,Syracuse,ACC,12,90,822,9.1,6,6,18,3.0,1,96,840,8.8,7,2016
Nate Cole,Cincinnati,American,12,57,518,9.1,4,0,0,,0,57,518,9.1,4,2016
Cameron Posey,Purdue,Big Ten,12,39,356,9.1,3,3,10,3.3,0,42,366,8.7,3,2016
Tee Goree,North Texas,CUSA,10,36,328,9.1,2,0,0,,0,36,328,9.1,2,2016
Ajalen Holley,Louisiana-Monroe,Sun Belt,12,34,310,9.1,1,3,7,2.3,0,37,317,8.6,1,2016
DeAndre Goolsby,Florida,SEC,13,38,342,9.0,3,0,0,,0,38,342,9.0,3,2016
Erich Schneider,Duke,ACC,12,30,269,9.0,3,0,0,,0,30,269,9.0,3,2016
Raekwon James,Kent State,MAC,12,25,225,9.0,0,8,59,7.4,0,33,284,8.6,0,2016
Kyle Hicks,TCU,Big 12,13,47,417,8.9,2,203,1042,5.1,12,250,1459,5.8,14,2016
Johnathan Lloyd,Duke,ACC,12,34,301,8.9,3,1,3,3.0,0,35,304,8.7,3,2016
Mark Walton,Miami (FL),ACC,13,27,240,8.9,1,209,1117,5.3,14,236,1357,5.8,15,2016
Zach Wright,Rice,CUSA,11,37,324,8.8,1,0,0,,0,37,324,8.8,1,2016
Akrum Wadley,Iowa,Big Ten,13,36,315,8.8,3,168,1081,6.4,10,204,1396,6.8,13,2016
Brandon Powell,Florida,SEC,13,45,387,8.6,2,7,6,0.9,0,52,393,7.6,2,2016
Donnel Pumphrey,San Diego State,MWC,14,27,231,8.6,0,349,2133,6.1,17,376,2364,6.3,17,2016
Tyler Watts,Texas State,Sun Belt,12,43,364,8.5,1,3,0,0.0,0,46,364,7.9,1,2016
Jeffery Wilson,North Texas,CUSA,11,29,247,8.5,1,169,936,5.5,14,198,1183,6.0,15,2016
Christian McCaffrey,Stanford,Pac-12,11,37,310,8.4,3,253,1603,6.3,13,290,1913,6.6,16,2016
T.J. Logan,North Carolina,ACC,13,29,244,8.4,3,120,650,5.4,7,149,894,6.0,10,2016
Matt Dayes,North Carolina State,ACC,13,32,267,8.3,0,249,1166,4.7,10,281,1433,5.1,10,2016
Aaron Jones,UTEP,CUSA,12,28,233,8.3,3,229,1773,7.7,17,257,2006,7.8,20,2016
Elijah McGuire,Louisiana,Sun Belt,13,29,238,8.2,2,232,1127,4.9,7,261,1365,5.2,9,2016
Artavis Scott,Clemson,ACC,15,76,614,8.1,5,6,11,1.8,0,82,625,7.6,5,2016
Jarred Craft,Louisiana Tech,CUSA,14,42,340,8.1,4,191,1074,5.6,9,233,1414,6.1,13,2016
Marlon Mack,South Florida,American,12,28,227,8.1,0,174,1187,6.8,15,202,1414,7.0,15,2016
OJ Clark,New Mexico State,Sun Belt,12,43,338,7.9,1,0,0,,0,43,338,7.9,1,2016
D'Eriq King,Houston,American,10,29,228,7.9,1,15,56,3.7,0,44,284,6.5,1,2016
Taquan Mizzell,Virginia,ACC,12,52,404,7.8,2,187,940,5.0,5,239,1344,5.6,7,2016
Stedman Mayberry,Texas State,Sun Belt,12,41,321,7.8,0,157,593,3.8,5,198,914,4.6,5,2016
Ryan Davis,Auburn,SEC,13,25,194,7.8,1,3,5,1.7,0,28,199,7.1,1,2016
Jordan Chunn,Troy,Sun Belt,13,30,228,7.6,0,279,1288,4.6,16,309,1516,4.9,16,2016
Larry Rose III,New Mexico State,Sun Belt,9,25,180,7.2,0,159,865,5.4,4,184,1045,5.7,4,2016
James Williams,Washington State,Pac-12,13,48,342,7.1,1,102,584,5.7,6,150,926,6.2,7,2016
Anthony Scott,East Carolina,American,8,23,164,7.1,3,79,384,4.9,2,102,548,5.4,5,2016
Isaiah Johnson-Mack,Washington State,Pac-12,13,35,246,7.0,1,0,0,,0,35,246,7.0,1,2016
Willy Ivery,North Texas,CUSA,11,25,173,6.9,2,90,489,5.4,6,115,662,5.8,8,2016
Markell Jones,Purdue,Big Ten,11,32,215,6.7,0,153,616,4.0,4,185,831,4.5,4,2016
Devon Spalding,Central Michigan,MAC,11,31,204,6.6,1,138,758,5.5,6,169,962,5.7,7,2016
Duke Catalon,Houston,American,9,44,281,6.4,3,145,528,3.6,4,189,809,4.3,7,2016
Alex Gardner,Florida International,CUSA,12,30,191,6.4,0,181,930,5.1,6,211,1121,5.3,6,2016
Justin Jackson,Northwestern,Big Ten,13,35,219,6.3,0,298,1524,5.1,15,333,1743,5.2,15,2016
Gerard Wicks,Washington State,Pac-12,13,29,184,6.3,1,88,475,5.4,11,117,659,5.6,12,2016
Devin Singletary,Florida Atlantic,CUSA,12,26,163,6.3,0,152,1021,6.7,12,178,1184,6.7,12,2016
Royce Freeman,Oregon,Pac-12,11,23,144,6.3,1,168,945,5.6,9,191,1089,5.7,10,2016
Tion Green,Cincinnati,American,12,29,167,5.8,0,159,743,4.7,2,188,910,4.8,2,2016
Marquis Young,Massachusetts,Ind,12,26,147,5.7,0,198,898,4.5,4,224,1045,4.7,4,2016
Elijah Hood,North Carolina,ACC,11,25,142,5.7,0,145,858,5.9,8,170,1000,5.9,8,2016
Devine Redding,Indiana,Big Ten,13,27,146,5.4,2,253,1122,4.4,7,280,1268,4.5,9,2016
Darian Green,Ball State,MAC,8,24,124,5.2,0,57,311,5.5,1,81,435,5.4,1,2016
Aaron Cephus,Rice,CUSA,10,25,622,24.9,5,0,0,,0,25,622,24.9,5,2017
Emanuel Hall,Missouri,SEC,12,33,817,24.8,8,0,0,,0,33,817,24.8,8,2017
Byron Pringle,Kansas State,Big 12,12,30,724,24.1,6,1,15,15.0,0,31,739,23.8,6,2017
Damion Ratley,Texas A&M,SEC,13,30,694,23.1,6,0,0,,0,30,694,23.1,6,2017
Darius Slayton,Auburn,SEC,13,29,643,22.2,5,0,0,,0,29,643,22.2,5,2017
D.J. Chark,LSU,SEC,13,40,874,21.9,3,12,63,5.3,1,52,937,18.0,4,2017
Ricky Jeune,Georgia Tech,ACC,11,25,545,21.8,6,1,30,30.0,0,26,575,22.1,6,2017
Arkeel Newsome,Connecticut,American,10,25,541,21.6,2,67,261,3.9,3,92,802,8.7,5,2017
Kwadarrius Smith,Akron,MAC,14,34,726,21.4,7,0,0,,0,34,726,21.4,7,2017
James Washington,Oklahoma State,Big 12,13,74,1549,20.9,13,3,12,4.0,1,77,1561,20.3,14,2017
Jamire Jordan,Fresno State,MWC,14,27,562,20.8,3,1,-7,-7.0,0,28,555,19.8,3,2017
Chris Jones,Coastal Carolina,Sun Belt,10,26,536,20.6,4,4,45,11.3,0,30,581,19.4,4,2017
James Proche,SMU,American,13,40,816,20.4,6,0,0,,0,40,816,20.4,6,2017
Andre Levrone,Virginia,ACC,13,34,689,20.3,7,0,0,,0,34,689,20.3,7,2017
Tre'Quan Smith,UCF,American,13,59,1171,19.8,13,5,23,4.6,1,64,1194,18.7,14,2017
James Gardner,Miami (OH),MAC,12,47,927,19.7,11,0,0,,0,47,927,19.7,11,2017
Marcell Ateman,Oklahoma State,Big 12,13,59,1156,19.6,8,0,0,,0,59,1156,19.6,8,2017
Tyler Johnson,Minnesota,Big Ten,10,35,677,19.3,7,0,0,,0,35,677,19.3,7,2017
Marquise Brown,Oklahoma,Big 12,13,57,1095,19.2,7,1,0,0.0,0,58,1095,18.9,7,2017
Cody Thompson,Toledo,MAC,5,28,537,19.2,4,0,0,,0,28,537,19.2,4,2017
Tyree McCants,South Florida,American,12,36,686,19.1,7,1,30,30.0,0,37,716,19.4,7,2017
Marcus Simms,West Virginia,Big 12,12,35,663,18.9,5,1,-1,-1.0,0,36,662,18.4,5,2017
Datrin Guyton,Bowling Green State,MAC,12,31,585,18.9,2,0,0,,0,31,585,18.9,2,2017
T.J. Vasher,Texas Tech,Big 12,13,29,545,18.8,6,0,0,,0,29,545,18.8,6,2017
Terren Encalade,Tulane,American,12,39,730,18.7,4,4,91,22.8,1,43,821,19.1,5,2017
Tyrie Cleveland,Florida,SEC,10,22,410,18.6,2,2,6,3.0,0,24,416,17.3,2,2017
Malcolm Williams,Coastal Carolina,Sun Belt,12,43,793,18.4,7,14,73,5.2,0,57,866,15.2,7,2017
Jordan Lasley,UCLA,Pac-12,9,69,1264,18.3,9,4,-6,-1.5,0,73,1258,17.2,9,2017
Cedrick Wilson Jr.,Boise State,MWC,14,83,1511,18.2,7,9,13,1.4,0,92,1524,16.6,7,2017
Anthony Ratliff-Williams,North Carolina,ACC,12,35,630,18.0,6,1,1,1.0,0,36,631,17.5,6,2017
Devonte Boyd,UNLV,MWC,12,34,612,18.0,3,0,0,,0,34,612,18.0,3,2017
Anthony Johnson,Buffalo,MAC,12,76,1356,17.8,14,4,-5,-1.3,0,80,1351,16.9,14,2017
Denzel Mims,Baylor,Big 12,12,61,1087,17.8,8,1,-6,-6.0,0,62,1081,17.4,8,2017
Trevon Brown,East Carolina,American,12,60,1069,17.8,7,2,16,8.0,0,62,1085,17.5,7,2017
Turner Smiley,North Texas,CUSA,14,35,623,17.8,5,0,0,,0,35,623,17.8,5,2017
Adonis Jennings,Temple,American,13,42,742,17.7,7,2,22,11.0,0,44,764,17.4,7,2017
Johnathon Johnson,Missouri,SEC,13,41,724,17.7,6,1,0,0.0,0,42,724,17.2,6,2017
C.J. Johnson,Wyoming,MWC,13,30,531,17.7,7,2,15,7.5,0,32,546,17.1,7,2017
RJ Turner,Louisiana-Monroe,Sun Belt,11,40,704,17.6,6,1,9,9.0,0,41,713,17.4,6,2017
Darnell Mooney,Tulane,American,12,34,599,17.6,4,0,0,,0,34,599,17.6,4,2017
Rhashid Bonnette,Louisiana Tech,CUSA,12,33,582,17.6,2,1,3,3.0,0,34,585,17.2,2,2017
CeeDee Lamb,Oklahoma,Big 12,14,46,807,17.5,7,0,0,,0,46,807,17.5,7,2017
Papi White,Ohio,MAC,9,36,631,17.5,3,4,46,11.5,0,40,677,16.9,3,2017
Jalen Reagor,TCU,Big 12,14,33,576,17.5,8,8,65,8.1,0,41,641,15.6,8,2017
Diontae Johnson,Toledo,MAC,14,74,1278,17.3,13,2,9,4.5,0,76,1287,16.9,13,2017
Anthony Mahoungou,Purdue,Big Ten,13,40,688,17.2,8,0,0,,0,40,688,17.2,8,2017
Kamathi Holsey,Buffalo,MAC,12,32,548,17.1,1,0,0,,0,32,548,17.1,1,2017
DaMarkus Lodge,Ole Miss,SEC,12,41,698,17.0,7,0,0,,0,41,698,17.0,7,2017
Jester Weah,Pitt,ACC,12,41,698,17.0,4,0,2,,0,41,700,17.1,4,2017
Hakeem Butler,Iowa State,Big 12,13,41,697,17.0,7,0,0,,0,41,697,17.0,7,2017
Jalen Harvey,Arizona State,Pac-12,13,33,558,16.9,1,1,2,2.0,0,34,560,16.5,1,2017
D'Wayne Eskridge,Western Michigan,MAC,12,30,506,16.9,3,4,13,3.3,0,34,519,15.3,3,2017
Marquez Callaway,Tennessee,SEC,11,24,406,16.9,5,1,4,4.0,0,25,410,16.4,5,2017
Terry Godwin,Georgia,SEC,15,38,639,16.8,6,0,0,,0,38,639,16.8,6,2017
A.J. Brown,Ole Miss,SEC,12,75,1252,16.7,11,0,0,,0,75,1252,16.7,11,2017
Quintez Cephus,Wisconsin,Big Ten,10,30,501,16.7,6,4,5,1.3,0,34,506,14.9,6,2017
J'Mon Moore,Missouri,SEC,13,65,1082,16.6,10,0,0,,0,65,1082,16.6,10,2017
Marquez Valdes-Scantling,South Florida,American,12,53,879,16.6,6,8,108,13.5,1,61,987,16.2,7,2017
D.K. Metcalf,Ole Miss,SEC,12,39,646,16.6,7,0,0,,0,39,646,16.6,7,2017
Ka'Raun White,West Virginia,Big 12,13,61,1004,16.5,12,0,0,,0,61,1004,16.5,12,2017
Kalija Lipscomb,Vanderbilt,SEC,12,37,610,16.5,8,3,17,5.7,0,40,627,15.7,8,2017
Ricky Smalling,Illinois,Big Ten,12,31,510,16.5,2,0,0,,0,31,510,16.5,2,2017
Noah Fant,Iowa,Big Ten,13,30,494,16.5,11,2,-1,-0.5,0,32,493,15.4,11,2017
Jon'Vea Johnson,Toledo,MAC,14,42,689,16.4,5,0,0,,0,42,689,16.4,5,2017
John Diarse,TCU,Big 12,14,35,575,16.4,3,0,0,,0,35,575,16.4,3,2017
David Sills,West Virginia,Big 12,13,60,980,16.3,18,0,0,,0,60,980,16.3,18,2017
Jaylen Smith,Louisville,ACC,10,60,980,16.3,7,0,0,,0,60,980,16.3,7,2017
Sergio Bailey,Eastern Michigan,MAC,12,54,878,16.3,9,2,25,12.5,0,56,903,16.1,9,2017
Justin McInnis,Arkansas State,Sun Belt,12,49,800,16.3,4,1,3,3.0,0,50,803,16.1,4,2017
JJ Arcega-Whiteside,Stanford,Pac-12,12,48,781,16.3,9,0,0,,0,48,781,16.3,9,2017
Stanley Morgan Jr.,Nebraska,Big Ten,11,61,986,16.2,10,1,2,2.0,0,62,988,15.9,10,2017
DaeSean Hamilton,Penn State,Big Ten,13,53,857,16.2,9,1,2,2.0,0,54,859,15.9,9,2017
