Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att_R,Yds_R,Avg_R,TD_R,Year
G.J. Kinne,Tulsa,CUSA,13,247,390,63.3,3090,7.9,8.0,28,12,147.4,125,405,3.2,3,2011
Brock Osweiler,Arizona State,Pac-12,13,326,516,63.2,4036,7.8,7.7,26,13,140.5,83,90,1.1,3,2011
Zac Dysert,Miami (OH),MAC,12,295,448,65.8,3513,7.8,7.8,23,11,143.7,125,115,0.9,4,2011
Aaron Murray,Georgia,SEC,14,238,403,59.1,3149,7.8,8.0,35,14,146.4,87,111,1.3,2,2011
Cody Fajardo,Nevada,WAC,10,150,218,68.8,1707,7.8,7.1,6,6,138.2,128,694,5.4,11,2011
Nick Foles,Arizona,Pac-12,12,387,560,69.1,4334,7.7,7.6,28,14,145.6,43,-103,-2.4,0,2011
Alex Carder,Western Michigan,MAC,12,330,502,65.7,3873,7.7,7.7,31,14,145.3,128,270,2.1,4,2011
Tajh Boyd,Clemson,ACC,14,298,499,59.7,3828,7.7,7.9,33,12,141.2,142,218,1.5,5,2011
Logan Thomas,Virginia Tech,ACC,14,234,391,59.8,3013,7.7,7.5,19,10,135.5,153,469,3.1,11,2011
Nick Lamaison,UTEP,CUSA,9,130,224,58.0,1718,7.7,6.7,12,10,131.2,40,39,1.0,1,2011
James Franklin,Missouri,Big 12,13,238,376,63.3,2865,7.6,7.4,21,11,139.9,217,981,4.5,15,2011
Marshall Lobbestael,Washington State,Pac-12,11,208,341,61.0,2584,7.6,7.6,19,8,138.3,42,-103,-2.5,1,2011
Alex Gillett,Eastern Michigan,MAC,12,109,198,55.1,1504,7.6,7.4,14,7,135.1,169,736,4.4,3,2011
Ryan Aplin,Arkansas State,Sun Belt,13,304,476,63.9,3588,7.5,6.8,19,16,133.6,161,588,3.7,10,2011
J.J. McDermott,SMU,CUSA,13,272,455,59.8,3421,7.5,6.7,17,16,128.2,40,-123,-3.1,1,2011
Matt Faulkner,San Jose State,WAC,11,274,422,64.9,3149,7.5,6.7,13,13,131.6,32,-77,-2.4,0,2011
James Vandenberg,Iowa,Big Ten,13,237,404,58.7,3022,7.5,7.9,25,7,138.5,78,61,0.8,3,2011
Austin Davis,Southern Mississippi,CUSA,14,286,475,60.2,3496,7.4,7.6,30,11,138.2,110,352,3.2,4,2011
Zach Maynard,California,Pac-12,13,231,405,57.0,2990,7.4,6.9,17,12,127.0,84,108,1.3,4,2011
Ryan Radcliff,Central Michigan,MAC,12,257,453,56.7,3286,7.3,6.8,25,16,128.8,30,-69,-2.3,0,2011
Matt Schilz,Bowling Green State,MAC,12,245,412,59.5,3024,7.3,7.3,28,13,137.2,51,-60,-1.2,0,2011
Michael Rocco,Virginia,ACC,13,222,366,60.7,2671,7.3,6.5,13,12,127.1,40,20,0.5,2,2011
Nathan Scheelhaase,Illinois,Big Ten,13,184,291,63.2,2110,7.3,6.9,13,8,133.4,191,624,3.3,6,2011
Taylor Martinez,Nebraska,Big Ten,13,162,288,56.3,2089,7.3,6.9,13,8,126.5,188,874,4.6,9,2011
Wesley Carroll,Florida International,Sun Belt,13,200,332,60.2,2374,7.2,7.5,14,4,131.8,38,-10,-0.3,0,2011
Teddy Bridgewater,Louisville,Big East,13,191,296,64.5,2129,7.2,6.3,14,12,132.4,89,66,0.7,4,2011
Ryan Tannehill,Texas A&M,Big 12,13,327,531,61.6,3744,7.1,6.9,29,15,133.2,58,306,5.3,4,2011
Ryan Lindley,San Diego State,MWC,13,237,447,53.0,3153,7.1,7.3,23,8,125.7,18,-51,-2.8,0,2011
Tanner Price,Wake Forest,ACC,13,253,422,60.0,3017,7.1,7.5,20,6,132.8,78,-53,-0.7,1,2011
B.J. Daniels,South Florida,Big East,11,215,365,58.9,2604,7.1,7.0,13,7,126.7,132,601,4.6,6,2011
Zach Collaros,Cincinnati,Big East,10,166,272,61.0,1940,7.1,6.6,15,10,131.8,84,234,2.8,8,2011
Jordan Rodgers,Vanderbilt,SEC,13,108,216,50.0,1524,7.1,5.8,9,10,113.8,117,420,3.6,4,2011
Sean Mannion,Oregon State,Pac-12,12,305,473,64.5,3328,7.0,6.0,16,18,127.1,32,-190,-5.9,1,2011
Tyler Hansen,Colorado,Pac-12,13,231,412,56.1,2883,7.0,6.8,20,11,125.5,81,115,1.4,3,2011
Tommy Rees,Notre Dame,Ind,13,269,411,65.5,2871,7.0,6.4,20,14,133.4,31,-56,-1.8,0,2011
Marqueis Gray,Minnesota,Big Ten,11,108,213,50.7,1495,7.0,6.1,8,8,114.5,199,966,4.9,6,2011
Seth Doege,Texas Tech,Big 12,12,398,581,68.5,4004,6.9,7.1,28,10,138.9,54,46,0.9,4,2011
Bryant Moniz,Hawaii,WAC,10,248,397,62.5,2733,6.9,7.4,22,5,136.1,81,293,3.6,8,2011
Caleb Terbush,Purdue,Big Ten,13,171,277,61.7,1905,6.9,6.8,13,6,130.7,83,219,2.6,1,2011
Tino Sunseri,Pitt,Big East,13,247,385,64.2,2616,6.8,6.0,10,11,124.1,154,86,0.6,4,2011
Rakeem Cato,Marshall,CUSA,13,182,304,59.9,2059,6.8,6.1,15,11,125.8,57,32,0.6,0,2011
Jonathan Perry,UAB,CUSA,12,174,300,58.0,2042,6.8,6.3,10,8,120.8,92,294,3.2,3,2011
Collin Klein,Kansas State,Big 12,13,161,281,57.3,1918,6.8,6.8,13,6,125.6,317,1141,3.6,27,2011
Matt McGloin,Penn State,Big Ten,12,125,231,54.1,1571,6.8,6.5,8,5,118.3,24,-12,-0.5,0,2011
Gary Nova,Rutgers,Big East,10,116,227,51.1,1553,6.8,6.0,11,9,116.6,23,-114,-5.0,0,2011
Jon Hays,Utah,Pac-12,11,120,214,56.1,1459,6.8,6.3,12,8,124.4,61,-79,-1.3,0,2011
Corey Robinson,Troy,Sun Belt,12,316,508,62.2,3411,6.7,6.2,21,15,126.3,46,-78,-1.7,1,2011
Mike Glennon,North Carolina State,ACC,13,283,453,62.5,3054,6.7,6.9,31,12,136.4,51,-110,-2.2,1,2011
Sean Renfree,Duke,ACC,12,282,434,65.0,2891,6.7,6.2,14,11,126.5,58,-58,-1.0,4,2011
Jordan Webb,Kansas,Big 12,12,179,281,63.7,1884,6.7,5.7,13,12,126.7,70,-86,-1.2,1,2011
Kawaun Jakes,Western Kentucky,Sun Belt,12,153,276,55.4,1854,6.7,5.5,10,12,115.1,72,161,2.2,2,2011
Dominique Davis,East Carolina,CUSA,12,334,494,67.6,3225,6.5,5.8,25,19,131.5,93,172,1.8,5,2011
Ryan Nassib,Syracuse,Big East,12,259,415,62.4,2685,6.5,6.6,22,9,129.9,65,39,0.6,2,2011
Derek Thompson,North Texas,Sun Belt,11,157,272,57.7,1759,6.5,6.3,11,6,121.0,50,113,2.3,3,2011
Brett Smith,Wyoming,MWC,13,253,415,61.0,2622,6.3,6.1,20,11,124.6,139,710,5.1,10,2011
Johnny McEntee,Connecticut,Big East,12,172,335,51.3,2110,6.3,5.9,12,8,111.3,55,-148,-2.7,0,2011
B.R. Holbrook,New Mexico,MWC,11,141,236,59.7,1490,6.3,5.3,4,7,112.4,60,93,1.6,1,2011
Keith Wenning,Ball State,MAC,12,287,449,63.9,2786,6.2,5.9,19,11,125.1,57,182,3.2,3,2011
Chase Rettig,Boston College,ACC,12,170,317,53.6,1960,6.2,5.7,12,9,112.4,41,-84,-2.0,1,2011
Danny O'Brien,Maryland,ACC,9,150,266,56.4,1648,6.2,5.0,7,10,109.6,33,57,1.7,2,2011
Pete Thomas,Colorado State,MWC,9,161,261,61.7,1607,6.2,5.3,7,8,116.1,56,-36,-0.6,3,2011
Ryan Griffin,Tulane,CUSA,13,227,408,55.6,2502,6.1,5.7,13,10,112.8,50,-10,-0.2,0,2011
Logan Kilgore,Middle Tennessee State,Sun Belt,11,214,365,58.6,2231,6.1,5.6,18,12,119.7,32,106,3.3,1,2011
Chazz Anderson,Buffalo,MAC,12,230,406,56.7,2454,6.0,5.6,11,9,111.9,85,309,3.6,7,2011
Kolton Browning,Louisiana-Monroe,Sun Belt,12,244,419,58.2,2483,5.9,5.7,13,8,114.4,143,443,3.1,5,2011
Taylor Reed,Memphis,CUSA,11,169,295,57.3,1690,5.7,5.8,10,4,113.9,69,77,1.1,2,2011
Nick Isham,Louisiana Tech,WAC,10,155,257,60.3,1457,5.7,5.1,8,7,112.8,49,-19,-0.4,2,2011
Brian Reader,Idaho,WAC,11,192,354,54.2,1974,5.6,4.6,10,12,103.6,48,-18,-0.4,0,2011
Clayton Moore,Akron,MAC,12,147,309,47.6,1655,5.4,4.6,9,9,96.3,91,132,1.5,1,2011
Spencer Keith,Kent State,MAC,12,166,325,51.1,1682,5.2,4.7,11,8,100.8,59,49,0.8,3,2011
Graham Wilbert,Florida Atlantic,Sun Belt,11,154,294,52.4,1459,5.0,3.1,7,15,91.7,31,-144,-4.6,0,2011
Caleb Herring,UNLV,MWC,10,113,206,54.9,1004,4.9,4.3,8,6,102.8,86,119,1.4,2,2011
Aaron Murray,Georgia,SEC,14,249,386,64.5,3893,10.1,10.8,36,10,174.8,59,-68,-1.2,3,2012
Nick Florence,Baylor,Big 12,13,286,464,61.6,4309,9.3,9.4,33,13,157.5,139,568,4.1,10,2012
David Fales,San Jose State,WAC,13,327,451,72.5,4193,9.3,9.9,33,9,170.8,42,-139,-3.3,0,2012
A.J. McCarron,Alabama,SEC,14,211,314,67.2,2933,9.3,10.8,30,3,175.3,49,4,0.1,1,2012
Tajh Boyd,Clemson,ACC,13,287,427,67.2,3896,9.1,9.4,36,13,165.6,186,514,2.8,10,2012
Terrance Broadway,Louisiana,Sun Belt,13,206,315,65.4,2847,9.0,8.8,17,9,153.4,119,769,6.5,9,2012
Teddy Bridgewater,Louisville,Big East,13,287,419,68.5,3718,8.9,9.3,27,8,160.5,74,26,0.4,1,2012
E.J. Manuel,Florida State,ACC,14,263,387,68.0,3397,8.8,8.8,23,10,156.1,103,310,3.0,4,2012
Collin Klein,Kansas State,Big 12,13,197,304,64.8,2641,8.7,8.4,16,9,149.2,207,920,4.4,23,2012
Brett Smith,Wyoming,MWC,10,205,330,62.1,2837,8.6,9.4,27,6,157.7,114,248,2.2,6,2012
Connor Shaw,South Carolina,SEC,11,154,228,67.5,1956,8.6,8.7,17,7,158.1,131,435,3.3,3,2012
Johnny Manziel,Texas A&M,SEC,13,295,434,68.0,3706,8.5,8.8,26,9,155.3,201,1410,7.0,21,2012
Matt Barkley,USC,Pac-12,11,246,387,63.6,3273,8.5,8.6,36,15,157.6,25,-72,-2.9,0,2012
Taylor Kelly,Arizona State,Pac-12,13,241,359,67.1,3039,8.5,9.0,29,9,159.9,134,516,3.9,1,2012
David Ash,Texas,Big 12,12,214,318,67.3,2699,8.5,8.6,19,8,153.3,51,141,2.8,2,2012
Tyler Wilson,Arkansas,SEC,11,249,401,62.1,3387,8.4,8.0,21,13,143.8,41,7,0.2,0,2012
Tino Sunseri,Pitt,Big East,13,256,393,65.1,3288,8.4,9.1,21,3,151.5,68,-191,-2.8,1,2012
Chuckie Keeton,Utah State,WAC,13,275,407,67.6,3373,8.3,8.6,27,9,154.7,129,619,4.8,8,2012
Ryan Aplin,Arkansas State,Sun Belt,13,276,406,68.0,3342,8.2,9.0,24,4,154.7,104,438,4.2,6,2012
Geno Smith,West Virginia,Big 12,13,369,518,71.2,4205,8.1,9.2,42,6,163.9,66,151,2.3,2,2012
Bo Wallace,Ole Miss,SEC,13,235,368,63.9,2994,8.1,7.3,22,17,142.7,143,390,2.7,8,2012
Jake Medlock,Florida International,Sun Belt,9,152,263,57.8,2127,8.1,8.7,13,2,140.5,87,236,2.7,3,2012
Derek Carr,Fresno State,MWC,13,344,511,67.3,4104,8.0,8.9,37,7,155.9,66,1,0.0,0,2012
Ryan Nassib,Syracuse,Big East,13,294,471,62.4,3749,8.0,8.1,26,10,143.3,84,142,1.7,2,2012
Tyler Bray,Tennessee,SEC,12,268,451,59.4,3612,8.0,8.3,34,12,146.3,15,-34,-2.3,0,2012
Bryn Renner,North Carolina,ACC,12,276,422,65.4,3356,8.0,8.5,28,7,150.8,61,38,0.6,1,2012
Jordan Lynch,Northern Illinois,MAC,14,237,394,60.2,3138,8.0,8.5,25,6,144.9,294,1815,6.2,19,2012
Corey Robinson,Troy,Sun Belt,11,257,389,66.1,3121,8.0,7.6,12,9,139.0,21,-47,-2.2,1,2012
Marcus Mariota,Oregon,Pac-12,13,230,336,68.5,2677,8.0,9.1,32,6,163.2,106,752,7.1,5,2012
Jordan Rodgers,Vanderbilt,SEC,12,191,319,59.9,2539,8.0,8.2,15,5,139.1,91,71,0.8,2,2012
Kawaun Jakes,Western Kentucky,Sun Belt,13,200,312,64.1,2488,8.0,7.8,22,11,147.3,66,58,0.9,3,2012
Braxton Miller,Ohio State,Big Ten,12,148,254,58.3,2039,8.0,8.1,15,6,140.5,227,1271,5.6,13,2012
Colby Cameron,Louisiana Tech,WAC,12,359,522,68.8,4147,7.9,8.7,31,5,153.2,61,177,2.9,4,2012
Stephen Morris,Miami (FL),ACC,12,245,421,58.2,3345,7.9,8.2,21,7,138.1,51,70,1.4,1,2012
Sean Mannion,Oregon State,Pac-12,10,200,309,64.7,2446,7.9,7.0,15,13,138.8,18,-85,-4.7,0,2012
Seth Doege,Texas Tech,Big 12,13,380,541,70.2,4205,7.8,7.9,39,16,153.4,48,59,1.2,2,2012
Brett Hundley,UCLA,Pac-12,14,318,478,66.5,3740,7.8,8.0,29,11,147.7,160,355,2.2,9,2012
Ryan Radcliff,Central Michigan,MAC,13,242,407,59.5,3163,7.8,7.9,23,9,139.0,29,-32,-1.1,0,2012
Taylor Martinez,Nebraska,Big Ten,14,228,368,62.0,2871,7.8,7.6,23,12,141.6,195,1019,5.2,10,2012
Landry Jones,Oklahoma,Big 12,13,367,555,66.1,4267,7.7,7.9,30,11,144.6,14,-110,-7.9,0,2012
Blake Bortles,UCF,CUSA,14,251,399,62.9,3059,7.7,8.1,25,7,144.5,87,285,3.3,8,2012
Tyler Tettleton,Ohio,MAC,12,228,367,62.1,2844,7.7,8.2,18,4,141.2,120,244,2.0,4,2012
Terrance Owens,Toledo,MAC,12,215,350,61.4,2707,7.7,7.5,14,8,135.0,101,395,3.9,5,2012
Logan Kilgore,Middle Tennessee State,Sun Belt,12,212,335,63.3,2571,7.7,7.8,16,6,139.9,22,72,3.3,1,2012
Cody Fajardo,Nevada,MWC,12,246,367,67.0,2786,7.6,7.6,20,9,143.9,190,1121,5.9,12,2012
Everett Golson,Notre Dame,Ind,12,187,318,58.8,2405,7.6,7.5,12,6,131.0,94,298,3.2,6,2012
Shane Carden,East Carolina,CUSA,13,273,413,66.1,3116,7.5,7.6,23,10,143.0,85,74,0.9,8,2012
Austin Brown,UAB,CUSA,12,205,355,57.7,2673,7.5,6.9,15,12,128.2,62,-237,-3.8,0,2012
Zach Maynard,California,Pac-12,10,180,296,60.8,2214,7.5,6.8,12,10,130.3,98,38,0.4,3,2012
Munchie Legaux,Cincinnati,Big East,11,120,230,52.2,1716,7.5,6.8,13,9,125.7,55,335,6.1,4,2012
Tyler Russell,Mississippi State,SEC,13,231,394,58.6,2897,7.4,7.4,24,10,135.4,43,-5,-0.1,2,2012
Joe Southwick,Boise State,MWC,13,248,371,66.8,2730,7.4,7.5,19,7,141.8,46,121,2.6,0,2012
Chandler Whitmer,Connecticut,Big East,12,208,361,57.6,2664,7.4,5.9,9,16,119.0,63,-161,-2.6,0,2012
Zach Mettenberger,LSU,SEC,13,207,352,58.8,2609,7.4,7.2,12,7,128.3,47,-208,-4.4,0,2012
Eric Soza,UTSA,WAC,10,166,282,58.9,2085,7.4,8.3,20,3,142.2,67,364,5.4,6,2012
Matt Scott,Arizona,Pac-12,12,301,499,60.3,3620,7.3,7.1,27,14,133.5,113,506,4.5,6,2012
Zac Dysert,Miami (OH),MAC,12,302,480,62.9,3483,7.3,7.2,25,12,136.1,108,265,2.5,2,2012
Matt McGloin,Penn State,Big Ten,12,270,446,60.5,3271,7.3,7.9,24,5,137.7,59,-51,-0.9,5,2012
Rakeem Cato,Marshall,CUSA,12,406,584,69.5,4201,7.2,7.6,37,11,147.1,57,31,0.5,1,2012
Andrew Manley,New Mexico State,WAC,12,207,384,53.9,2764,7.2,6.8,18,11,124.1,64,-194,-3.0,2,2012
B.J. Daniels,South Florida,Big East,9,165,290,56.9,2075,7.2,6.6,14,10,126.0,104,434,4.2,5,2012
Michael Rocco,Virginia,ACC,11,161,266,60.5,1917,7.2,6.5,13,10,129.7,35,78,2.2,0,2012
Mike Glennon,North Carolina State,ACC,13,330,564,58.5,4031,7.1,6.9,31,17,130.7,56,-164,-2.9,2,2012
Sean Renfree,Duke,ACC,12,297,441,67.3,3113,7.1,6.9,19,10,136.3,38,-50,-1.3,1,2012
Kolton Browning,Louisiana-Monroe,Sun Belt,12,273,428,63.8,3049,7.1,7.4,29,10,141.3,146,488,3.3,7,2012
Derek Thompson,North Texas,Sun Belt,12,214,372,57.5,2629,7.1,6.1,14,14,121.8,39,26,0.7,2,2012
Shaun Rutherford,Texas State,WAC,12,193,299,64.5,2137,7.1,7.4,15,5,137.8,168,597,3.6,5,2012
Tyler Benz,Eastern Michigan,MAC,10,114,212,53.8,1506,7.1,6.7,14,8,127.7,67,114,1.7,1,2012
Ryan Griffin,Tulane,CUSA,9,245,394,62.2,2771,7.0,6.8,20,11,132.4,32,-127,-4.0,0,2012
Trevone Boykin,TCU,Big 12,12,167,292,57.2,2054,7.0,6.5,15,10,126.4,127,417,3.3,3,2012
Tyler Van Tubbergen,Western Michigan,MAC,11,159,261,60.9,1825,7.0,6.2,15,11,130.2,40,97,2.4,3,2012
Logan Thomas,Virginia Tech,ACC,13,220,429,51.3,2976,6.9,6.1,18,16,115.9,174,524,3.0,9,2012
Graham Wilbert,Florida Atlantic,Sun Belt,12,261,405,64.4,2814,6.9,7.2,18,6,134.5,64,58,0.9,2,2012
Gary Nova,Rutgers,Big East,13,221,388,57.0,2695,6.9,6.2,22,16,125.8,22,-44,-2.0,0,2012
Jacob Karam,Memphis,CUSA,12,176,274,64.2,1895,6.9,7.4,14,3,137.0,101,221,2.2,1,2012
Robert Marve,Purdue,Big Ten,10,166,253,65.6,1734,6.9,7.2,15,5,138.8,40,6,0.2,0,2012
Taylor McHargue,Rice,CUSA,12,194,325,59.7,2209,6.8,6.8,12,5,125.9,164,667,4.1,11,2012
Keith Wenning,Ball State,MAC,12,301,460,65.4,3095,6.7,6.8,24,10,134.8,56,105,1.9,3,2012
Cameron Coffman,Indiana,Big Ten,11,247,407,60.7,2734,6.7,6.2,15,11,123.9,37,-1,0.0,1,2012
Nick Lamaison,UTEP,CUSA,10,126,252,50.0,1686,6.7,6.0,12,9,114.8,55,69,1.3,0,2012
Jeff Driskel,Florida,SEC,12,156,245,63.7,1646,6.7,6.8,12,5,132.2,118,413,3.5,4,2012
James Franklin,Missouri,SEC,9,139,234,59.4,1562,6.7,6.2,10,7,123.6,88,122,1.4,0,2012
Chase Rettig,Boston College,ACC,12,253,467,54.2,3060,6.6,6.0,17,13,115.7,54,-169,-3.1,0,2012
Dalton Williams,Akron,MAC,12,326,522,62.5,3387,6.5,6.1,25,16,126.6,29,-125,-4.3,0,2012
David Piland,Houston,CUSA,11,256,448,57.1,2929,6.5,6.0,16,12,118.5,45,190,4.2,2,2012
Riley Nelson,Brigham Young,Ind,10,181,308,58.8,2011,6.5,5.5,13,13,119.1,86,196,2.3,1,2012
Connor Halliday,Washington State,Pac-12,9,152,291,52.2,1878,6.5,5.5,15,13,114.5,27,-156,-5.8,0,2012
Travis Wilson,Utah,Pac-12,12,128,204,62.7,1311,6.4,5.8,7,6,122.2,64,40,0.6,4,2012
Keith Price,Washington,Pac-12,13,263,432,60.9,2728,6.3,5.8,19,13,122.4,69,-34,-0.5,2,2012
Matt Schilz,Bowling Green State,MAC,13,228,413,55.2,2585,6.3,5.6,14,12,113.2,32,-9,-0.3,1,2012
Jeff Tuel,Washington State,Pac-12,10,211,332,63.6,2087,6.3,5.7,8,8,119.5,55,-115,-2.1,0,2012
Cody Green,Tulsa,CUSA,13,228,419,54.4,2592,6.2,5.8,17,11,114.5,78,283,3.6,4,2012
Ross Metheny,South Alabama,Sun Belt,13,189,345,54.8,2148,6.2,5.4,12,12,111.6,99,141,1.4,1,2012
Phillip Sims,Virginia,ACC,12,114,203,56.2,1263,6.2,6.2,9,4,119.1,34,18,0.5,2,2012
Spencer Keith,Kent State,MAC,14,183,333,55.0,2021,6.1,5.4,12,10,111.8,72,196,2.7,5,2012
Dayne Crist,Kansas,Big 12,10,103,216,47.7,1313,6.1,4.6,4,9,96.5,27,-66,-2.4,0,2012
Nick Sherry,UNLV,MWC,12,226,426,53.1,2544,6.0,4.9,16,17,107.6,45,-46,-1.0,1,2012
Steele Jantz,Iowa State,Big 12,11,167,269,62.1,1603,6.0,4.9,13,12,119.2,92,216,2.3,1,2012
Trevor Siemian,Northwestern,Big Ten,13,128,218,58.7,1312,6.0,5.9,6,3,115.6,21,48,2.3,1,2012
Alex Zordich,Buffalo,MAC,11,106,208,51.0,1254,6.0,5.4,9,7,109.2,100,500,5.0,1,2012
Garrett Gilbert,SMU,CUSA,13,268,506,53.0,2932,5.8,5.1,15,15,105.5,94,346,3.7,8,2012
Andrew Maxwell,Michigan State,Big Ten,13,234,446,52.5,2606,5.8,5.5,13,9,107.1,37,-106,-2.9,0,2012
James Vandenberg,Iowa,Big Ten,12,223,389,57.3,2249,5.8,5.2,7,8,107.7,63,16,0.3,4,2012
Tanner Price,Wake Forest,ACC,12,228,410,55.6,2300,5.6,5.4,12,7,109.0,77,-26,-0.3,2,2012
Sean Schroeder,Hawaii,MWC,12,175,344,50.9,1878,5.5,4.5,11,12,100.3,54,-169,-3.1,1,2012
Nathan Scheelhaase,Illinois,Big Ten,10,149,246,60.6,1361,5.5,4.4,4,8,105.9,125,303,2.4,4,2012
Jordan Webb,Colorado,Pac-12,10,144,265,54.3,1434,5.4,4.7,8,8,103.7,64,-135,-2.1,2,2012
Mike Wegzyn,Massachusetts,MAC,11,182,346,52.6,1825,5.3,4.3,6,10,96.8,93,141,1.5,2,2012
Jameis Winston,Florida State,ACC,14,257,384,66.9,4057,10.6,11.5,40,10,184.8,88,219,2.5,4,2013
Bryce Petty,Baylor,Big 12,13,250,403,62.0,4200,10.4,11.7,32,3,174.3,94,209,2.2,14,2013
Zach Mettenberger,LSU,SEC,12,192,296,64.9,3082,10.4,10.7,22,8,171.4,34,-133,-3.9,0,2013
Johnny Manziel,Texas A&M,SEC,13,300,429,69.9,4114,9.6,10.0,37,13,172.9,144,759,5.3,9,2013
Marcus Mariota,Oregon,Pac-12,13,245,386,63.5,3665,9.5,10.6,31,4,167.7,96,715,7.4,9,2013
Jake Waters,Kansas State,Big 12,13,159,260,61.2,2469,9.5,9.3,18,9,156.8,118,312,2.6,6,2013
Blake Bortles,UCF,American,13,259,382,67.8,3581,9.4,9.6,25,9,163.4,87,272,3.1,6,2013
Matt Johnson,Bowling Green State,MAC,14,237,369,64.2,3467,9.4,9.9,25,7,161.7,117,238,2.0,5,2013
Teddy Bridgewater,Louisville,American,13,303,427,71.0,3970,9.3,10.3,31,4,171.1,63,78,1.2,1,2013
Tajh Boyd,Clemson,ACC,13,283,413,68.5,3851,9.3,9.8,34,11,168.7,154,400,2.6,10,2013
A.J. McCarron,Alabama,SEC,13,226,336,67.3,3063,9.1,9.8,28,7,167.2,34,-22,-0.6,0,2013
Terrance Broadway,Louisiana,Sun Belt,12,166,266,62.4,2419,9.1,8.5,19,12,153.3,131,442,3.4,8,2013
Aaron Murray,Georgia,SEC,11,225,347,64.8,3075,8.9,9.2,26,9,158.8,53,186,3.5,7,2013
Kevin Hogan,Stanford,Pac-12,14,180,295,61.0,2630,8.9,8.7,20,10,151.5,84,355,4.2,2,2013
Stephen Morris,Miami (FL),ACC,13,198,344,57.6,3028,8.8,8.5,21,12,144.7,28,-88,-3.1,0,2013
David Fales,San Jose State,MWC,12,312,487,64.1,4189,8.6,8.8,33,13,153.3,48,7,0.1,2,2013
Devin Gardner,Michigan,Big Ten,12,208,345,60.3,2960,8.6,8.4,21,11,146.1,165,483,2.9,11,2013
Connor Shaw,South Carolina,SEC,13,180,284,63.4,2447,8.6,10.1,24,1,162.9,154,558,3.6,6,2013
Brendon Kay,Cincinnati,American,13,262,395,66.3,3302,8.4,8.1,22,12,148.9,72,137,1.9,6,2013
Keith Price,Washington,Pac-12,12,233,352,66.2,2966,8.4,8.9,21,6,153.3,82,108,1.3,5,2013
Keith Wenning,Ball State,MAC,13,319,498,64.1,4148,8.3,9.1,35,7,154.4,45,44,1.0,5,2013
Brett Hundley,UCLA,Pac-12,13,248,371,66.8,3071,8.3,8.5,24,9,152.9,160,748,4.7,11,2013
P.J. Walker,Temple,American,9,152,250,60.8,2084,8.3,8.5,20,8,150.8,90,332,3.7,3,2013
Nick Marshall,Auburn,SEC,13,142,239,59.4,1976,8.3,8.3,14,6,143.2,172,1068,6.2,12,2013
Cody Kessler,USC,Pac-12,14,236,361,65.4,2968,8.2,8.5,20,7,148.8,42,-124,-3.0,1,2013
Braxton Miller,Ohio State,Big Ten,12,162,255,63.5,2094,8.2,8.9,24,7,158.1,171,1068,6.2,12,2013
Ross Metheny,South Alabama,Sun Belt,12,201,324,62.0,2622,8.1,8.0,15,7,141.0,132,604,4.6,10,2013
Austyn Carta-Samuels,Vanderbilt,SEC,10,193,281,68.7,2268,8.1,7.4,11,9,143.0,75,115,1.5,5,2013
C.J. Brown,Maryland,ACC,11,166,282,58.9,2242,8.0,7.8,13,7,135.9,140,576,4.1,12,2013
Tommy Rees,Notre Dame,Ind,13,224,414,54.1,3257,7.9,7.8,27,13,135.4,11,-56,-5.1,0,2013
Sean Schroeder,Hawaii,MWC,11,233,376,62.0,2960,7.9,7.7,28,14,145.2,53,-51,-1.0,2,2013
Rakeem Cato,Marshall,CUSA,14,298,499,59.7,3916,7.8,8.6,39,9,147.8,99,294,3.0,6,2013
Nate Sudfeld,Indiana,Big Ten,12,194,322,60.2,2523,7.8,7.9,21,9,142.0,38,-34,-0.9,1,2013
Marquise Williams,North Carolina,ACC,11,126,217,58.1,1698,7.8,8.0,15,6,141.1,111,536,4.8,6,2013
Derek Carr,Fresno State,MWC,13,454,659,68.9,5083,7.7,8.7,50,8,156.3,40,117,2.9,2,2013
Sean Mannion,Oregon State,Pac-12,13,400,603,66.3,4662,7.7,7.8,37,15,146.6,34,-223,-6.6,0,2013
Garrett Grayson,Colorado State,MWC,14,297,478,62.1,3696,7.7,7.7,23,11,138.4,69,119,1.7,2,2013
Bo Wallace,Ole Miss,SEC,13,283,437,64.8,3346,7.7,7.5,18,10,138.1,131,355,2.7,6,2013
Quinn Kaehler,San Diego State,MWC,12,232,389,59.6,3007,7.7,7.7,19,9,136.1,49,-109,-2.2,1,2013
Tyler Tettleton,Ohio,MAC,13,230,371,62.0,2851,7.7,7.4,21,12,138.8,43,24,0.6,0,2013
Travis Wilson,Utah,Pac-12,9,133,237,56.1,1827,7.7,6.0,16,16,129.6,81,386,4.8,5,2013
Nathan Scheelhaase,Illinois,Big Ten,12,287,430,66.7,3272,7.6,7.2,21,13,140.7,113,271,2.4,4,2013
Corey Robinson,Troy,Sun Belt,12,285,421,67.7,3219,7.6,7.6,20,9,143.3,35,-111,-3.2,1,2013
Tom Savage,Pitt,ACC,13,238,389,61.2,2958,7.6,7.6,21,9,138.2,76,-208,-2.7,3,2013
Brandon Doughty,Western Kentucky,Sun Belt,12,246,374,65.8,2857,7.6,6.7,14,14,134.8,34,-109,-3.2,0,2013
Chase Rettig,Boston College,ACC,13,162,263,61.6,1995,7.6,7.5,17,8,140.6,60,71,1.2,1,2013
